entity_id	name	type
E00903	The Matrix Reloaded	film
E00904	28 Days Later	film
E00905	Margaret Drabble	human
E00906	The Seventh Son	film
E00907	talent manager	profession
E00908	Friedrich Christian Delius	human
E00909	Double Jeopardy	film
E00910	David Bezmozgis	human
E00911	prose	literary_genre
E00912	Art Buchwald	human
E00913	Eugen Korschelt	human
E00914	Johann Gottfried Herder	human
E00915	Gustaf Kossinna	human
E00916	Gloria Gaynor	human
E00917	Church of Greece	state_church
E00918	Kane	human
E00919	Katie Couric	human
E00920	Erfurt	major_regional_center
E00921	Rainer Kirsch	human
E00922	William Cullen Bryant	human
E00923	Roberto Saviano	human
E00924	Rigas Velestinlis	human
E00925	Wim Schermerhorn	human
E00926	Step Up 2: The Streets	film
E00927	James Horner	human
E00928	Nikolai Ogarkov	human
E00929	Wolf Lepenies	human
E00930	computer science	academic_major
E00931	Liu Xiaobo	human
E00932	physician	medical_profession
E00933	Richard Dawkins	human
E00934	Charles S. Singleton	human
E00935	Soviet Union	sovereign_state
E00936	Roman Herzog	human
E00937	Carl Schurz	human
E00938	David Prowse	human
E00939	Johann Georg Kohl	human
E00940	Bo Carter	human
E00941	Rosie O'Donnell	human
E00942	The Twilight Saga: New Moon	film
E00943	Yuri Slezkine	human
E00944	Claire Denis	human
E00945	Hjalmar Hammarskjöld	human
E00946	Charles Wheatstone	human
E00947	Jim Caviezel	human
E00948	Ben Shenkman	human
E00949	Josef Pfitzner	human
E00950	Ratan Tata	human
E00951	Methodism	religious_denomination
E00952	Menachem Ben-Sasson	human
E00953	Janet Frame	human
E00954	Roger Troutman	human
E00955	Gusztáv Gratz	human
E00956	Dagmar Berghoff	human
E00957	European Graduate School	educational_institution
E00958	Royal Netherlands Academy of Arts and Sciences	academy_of_sciences
E00959	Roberto Civita	human
E00960	Herman Grimm	human
E00961	Royal Geographical Society	scientific_society
E00962	Dan Shechtman	human
E00963	Multilateral Investment Guarantee Agency	intergovernmental_organization
E00964	Marcel Janco	human
E00965	Frances E. Allen	human
E00966	Emil Julius Gumbel	human
E00967	Rudolf Alexander Schröder	human
E00968	Joachim Gauck	human
E00969	Knut Nystedt	human
E00970	Bobby Darin	human
E00971	Jules Lemaître	human
E00972	Lex Luger	human
E00973	Max Eastman	human
E00974	Blind Willie Johnson	human
E00975	Hancock	film
E00976	Cary Grant	human
E00977	Hank Ballard	human
E00978	Curtis Mayfield	human
E00979	Pierre Méchain	human
E00980	Mark Van Doren	human
E00981	Paul Usteri	human
E00982	Heidelberg University	campus
E00983	Gaby Hoffmann	human
E00984	Archduke Wilhelm of Austria	human
E00985	UCLA School of Theater, Film and Television	drama_school
E00986	Dedication	film
E00987	RuPaul	human
E00988	Istanbul	former_capital
E00989	Donald Norman	human
E00990	Kinsey	film
E00991	Gwendoline Christie	human
E00992	Italy	republic
E00993	Ludwig Pfau	human
E00994	Martin J. Sherwin	human
E00995	Jacques Pierre Brissot	human
E00996	Claude Debussy	human
E00997	Suriname	colony
E00998	Black Milk	human
E00999	Heiner Lauterbach	human
E01000	Otto Schmidt	human
E01001	Carl Spitteler	human
E01002	Paul Dirac	human
E01003	Erich Fried	human
E01004	Curt Geyer	human
E01005	Laura Marano	human
E01006	Charles Bonnet	human
E01007	Dorothy L. Sayers	human
E01008	Barry Manilow	human
E01009	diplomat	profession
E01010	Orange Jacobs	human
E01011	Kim Fowley	human
E01012	Appian	human
E01013	Scream 4	film
E01014	Don Tapscott	human
E01015	Neighborhood Playhouse School of the Theatre	drama_school
E01016	Levon Helm	human
E01017	Blind Willie McTell	human
E01018	Mike and the Mechanics	musical_group
E01019	Julius Curtius	human
E01020	François Arago	human
E01021	world music	music_genre
E01022	Abdullah Cevdet	human
E01023	Marilu Henner	human
E01024	Soraya	human
E01025	Transformers: Dark of the Moon	film
E01026	Jerzy Skolimowski	human
E01027	Pauly Shore	human
E01028	Barbara Bush	human
E01029	Young Buck	human
E01030	Arvo Pärt	human
E01031	paleontologist	profession
E01032	George Lucas	human
E01033	University of Münster	university
E01034	Günter de Bruyn	human
E01035	Roy Clark	human
E01036	Wim Jansen	human
E01037	informatics	academic_discipline
E01038	physician writer	profession
E01039	Stage Beauty	film
E01040	Elvin Bishop	human
E01041	Lon Chaney	human
E01042	Killer Mike	human
E01043	Andrew Lang	human
E01044	EMI Records	record_label
E01045	chess player	profession
E01046	Dick Haymes	human
E01047	Helma Orosz	human
E01048	Adaptation	film
E01049	Gavriil Troyepolsky	human
E01050	Chris Jericho	human
E01051	Candice Bergen	human
E01052	Kurt Georg Kiesinger	human
E01053	Kathryn Joosten	human
E01054	Berlin	einheitsgemeinde_of_germany
E01055	Italia Conti Academy of Theatre Arts	independent_school
E01056	Alessandro Pavolini	human
E01057	editor-in-chief	profession
E01058	Beau Bridges	human
E01059	mandolin	necked_bowl_lutes_sounded_by_plectrum
E01060	Joaquin Phoenix	human
E01061	Roy Harper	human
E01062	Henry Lewis Mencken	human
E01063	Sara Paxton	human
E01064	The Notebook	film
E01065	Pia Zadora	human
E01066	Samad Behrangi	human
E01067	Tom Paxton	human
E01068	Louise Latham	human
E01069	François Gérard	human
E01070	Miguel Cané	human
E01071	Lynn Redgrave	human
E01072	Jamie Lynn Spears	human
E01073	Damon Albarn	human
E01074	Elijah Wald	human
E01075	The Great Escape	film
E01076	Oriental studies	academic_major
E01077	Seth Meyers	human
E01078	Candice Night	human
E01079	Morten Harket	human
E01080	Otto Schily	human
E01081	Pau Casals	human
E01082	Miriam Margolyes	human
E01083	Jean-Baptiste Labat	human
E01084	Johann Kaspar Lavater	human
E01085	Peter Sloterdijk	human
E01086	Justin Furstenfeld	human
E01087	New College	college_of_the_university_of_oxford
E01088	Dennis Rodman	human
E01089	Informationsdienst Wissenschaft e.V.	organization
E01090	electronic keyboard	keyboard_instrument
E01091	Quentin Tarantino	human
E01092	Carmen Kass	human
E01093	Scipione Borghese, 10th Prince of Sulmona	human
E01094	Charles Simic	human
E01095	Antonio Rostagni	human
E01096	John Ritter	human
E01097	Amédée-François Frézier	human
E01098	Herbert Warnke	human
E01099	Serge Gainsbourg	twin
E01100	Eddie Boyd	human
E01101	James Caan	human
E01102	Keith Murray	human
E01103	Charlton Heston	human
E01104	Edme-François Jomard	human
E01105	8 Mile	film
E01106	Hulk Hogan	human
E01107	Francisco Quevedo	human
E01108	Jiří Hanzelka	human
E01109	Catharinus Elling	human
E01110	Katherine Heigl	human
E01111	Nina Nesbitt	human
E01112	Christine Brooke-Rose	human
E01113	Lonnie Brooks	human
E01114	Cornelis Drebbel	human
E01115	Momus	human
E01116	Georg Wilhelm Pabst	human
E01117	John Heinz	human
E01118	The Kids Are All Right	film
E01119	André Lafosse	human
E01120	Richard Crenna	human
E01121	Ludwig Geyer	human
E01122	Michael Weston	human
E01123	Jimmy Fallon	human
E01124	Franz Xaver Kroetz	human
E01125	Avatar (2009 film)	3d_film
E01126	Zigmas Zinkevičius	human
E01127	rockabilly	music_genre
E01128	Adolf Arndt	human
E01129	Gunther Philipp	human
E01130	Vincent Price	human
E01131	Ernest Hemingway	human
E01132	Norman Abramson	human
E01133	Ricky Schroder	human
E01134	Charlotte Armstrong	human
E01135	John Grisham	human
E01136	reggae	music_genre
E01137	Mei Lanfang	human
E01138	monster film	film_genre
E01139	Doctor Zhivago	film
E01140	Jane Wilde	human
E01141	Home Alone 2: Lost in New York	film
E01142	Stefan Zweig	human
E01143	Aya Hirano	human
E01144	Shawnee Smith	human
E01145	Robert May, Baron May of Oxford	human
E01146	Felix Hausdorff	human
E01147	Cornelius Castoriadis	human
E01148	Billy May	human
E01149	Elisabeth Mann Borgese	human
E01150	Jerry Orbach	human
E01151	YG	human
E01152	Georgy Byushgens	human
E01153	Kingdom of Hungary	client_state
E01154	Madeline Carroll	human
E01155	Henryk Sienkiewicz	human
E01156	Christoph Schönborn	human
E01157	Peter Benchley	human
E01158	Otto von Guericke	human
E01159	Bobby Womack	human
E01160	Giacomo Puccini	human
E01161	Sergey Alexeyevich Lebedev	human
E01162	Ariel Pink	human
E01163	G. David Low	human
E01164	patron of the arts	occupation
E01165	Vivien Leigh	human
E01166	Saint Petersburg Academy of Sciences	cultural_heritage_site_in_russia
E01167	Erik von Kuehnelt-Leddihn	human
E01168	Francis Carco	human
E01169	Jane Lynch	human
E01170	Engelbert Dollfuss	human
E01171	André 3000	human
E01172	Jackie Jackson	human
E01173	opinion journalist	profession
E01174	Sean Hannity	human
E01175	Marguerite Durand	human
E01176	Iacob Negruzzi	human
E01177	Abdullah of Saudi Arabia	human
E01178	Mana	human
E01179	Casimir Delavigne	human
E01180	Complutense University of Madrid	public_university
E01181	Joanne Whalley	human
E01182	Johann Karl Rodbertus	human
E01183	Jon Hiseman	human
E01184	Corrado Alvaro	human
E01185	Claribel Alegría Vides	human
E01186	Trey Songz	human
E01187	South America	continent
E01188	Mary Parker Follett	human
E01189	Ike Willis	human
E01190	La Dolce Vita	film
E01191	Luděk Pachman	human
E01192	Ivory Coast	country
E01193	Lester del Rey	human
E01194	Christian Coulson	human
E01195	Ron Silver	human
E01196	Leopold von Ranke	human
E01197	Henri Troyat	human
E01198	Brian Thompson	human
E01199	Richard G. Hovannisian	human
E01200	Carmen Maura	human
E01201	Brad Dourif	human
E01202	Magdi Allam	human
E01203	Danny Quinn	human
E01204	Panait Istrati	human
E01205	György Pray	human
E01206	Johann Hermann	human
E01207	Ornella Vanoni	human
E01208	María Zambrano	human
E01209	Kremenets	city_of_regional_significance_of_ukraine
E01210	Lorenz Beger	human
E01211	Ante Ciliga	human
E01212	Marlon Riggs	human
E01213	Isaak Dunayevsky	human
E01214	Arletty	human
E01215	Mumford	film
E01216	character actor	profession
E01217	Maryland	state_of_the_united_states
E01218	Heavenly Creatures	film
E01219	Arnold Ridley	human
E01220	Giosuè Carducci	human
E01221	Kristina Orbakaitė	human
E01222	Henry Rollins	human
E01223	Rose McGowan	human
E01224	William Gibson	human
E01225	post-apocalyptic film	film_genre
E01226	Herman J. Mankiewicz	human
E01227	John Rennie	human
E01228	Christian Thomasius	human
E01229	aircraft crash	aviation_accident
E01230	Nathalie Baye	human
E01231	Circle in the Square Theatre School	drama_school
E01232	Kyosen Ōhashi	human
E01233	Robert Redford	human
E01234	Barbara Bonney	human
E01235	Anna Leonowens	human
E01236	Bradford Parkinson	human
E01237	Anneliese Uhlig	human
E01238	Nuclear Suppliers Group	intergovernmental_organization
E01239	Erich Segal	human
E01240	Gus Van Sant	human
E01241	Annette Funicello	human
E01242	Kate Beckinsale	human
E01243	English American	ethnic_community
E01244	school teacher	profession
E01245	Arthur and the Revenge of Maltazard	live_action_animated_film
E01246	The Blood of Others	miniseries
E01247	monarch	occupation
E01248	Steven Weinberg	human
E01249	film actor	filmmaking_occupation
E01250	American English	natural_language
E01251	Erich Maria Remarque	human
E01252	Walter Schellenberg	human
E01253	Irene Grandi	human
E01254	Adrian Paul	human
E01255	James Cromwell	human
E01256	Henry Houssaye	human
E01257	Sarah Palin	human
E01258	Benjamín Rojas	human
E01259	Katie Boyle	human
E01260	January Jones	human
E01261	Emily Brontë	human
E01262	Barbara Epstein	human
E01263	Klaus Löwitsch	human
E01264	Elisabeth Zaisser	human
E01265	Joseph Brodsky	human
E01266	Arkady Vaksberg	human
E01267	Oliver Wallace	human
E01268	Ben Goldacre	human
E01269	Zulfiqar Ali Bhutto	human
E01270	Washington, D.C.	federal_district
E01271	Joachim Starbatty	human
E01272	Tamia	human
E01273	Conservatoire de Paris	conservatory
E01274	Georg Voigt	human
E01275	Giorgia	human
E01276	Goldie	human
E01277	Robert Schneider	human
E01278	jazz	music_genre
E01279	Yossi Beilin	human
E01280	Adrien Raffeneau-Delile	human
E01281	Pyotr Krasnov	human
E01282	Jules Feiffer	human
E01283	Clarice Lispector	human
E01284	house music	music_genre
E01285	Académie Nationale de Médecine	academy
E01286	Syco Music	record_label
E01287	Royal Society of Arts and Sciences in Gothenburg	academy_of_sciences
E01288	Mary Tyler Moore	human
E01289	Chloë Sevigny	human
E01290	fantasy	fantastique_genre
E01291	Black Book	film
E01292	Dharamvir Bharati	human
E01293	Markus Maria Profitlich	human
E01294	Thomas Schneider	human
E01295	Konstantin Fedin	human
E01296	Prelude to a Kiss	film
E01297	Andrea Bocelli	human
E01298	Carly Simon	human
E01299	Park No-ja	human
E01300	Francis Fukuyama	human
E01301	San Francisco State University	university
E01302	Karl Krolow	human
E01303	Betty White	human
E01304	Gabon	country
E01305	Doctor Ross	human
E01306	Edzard Ernst	human
E01307	Telma Hopkins	human
E01308	Carmen Cervera	human
E01309	Star Trek Ⅲ: The Search for Spock	film
E01310	Catherine O'Hara	human
E01311	Nicki Minaj	human
E01312	Lou Andreas-Salomé	human
E01313	Christian Wilhelm von Dohm	human
E01314	Ninet Tayeb	human
E01315	A. S. Byatt	human
E01316	Cairo	capital
E01317	Otto Waalkes	human
E01318	Kurt Kreuger	human
E01319	Naftali Bennett	human
E01320	Hietaniemi cemetery	cemetery
E01321	Virginia Woolf	human
E01322	Sergey Biryuzov	human
E01323	William Kingsford	human
E01324	Charles Richet	human
E01325	Tobias Smollett	human
E01326	Henri Coandă	human
E01327	Technical University of Munich	public_university
E01328	V. V. Bunak	human
E01329	John Mayer	human
E01330	Roald Dahl	human
E01331	Alex Jones	human
E01332	Paulina Rubio	human
E01333	Chuck Schuldiner	human
E01334	Louis Begley	human
E01335	No Country for Old Men	film
E01336	Emilio Frugoni	human
E01337	Julie Dreyfus	human
E01338	Pink Anderson	human
E01339	Mutaib bin Abdulaziz Al Saud	human
E01340	David Parnas	human
E01341	Charles Boyer	human
E01342	Ben Shneiderman	human
E01343	Otis Rush	human
E01344	Karl Astel	human
E01345	Martin Mosebach	human
E01346	Sacramento	city_of_the_united_states
E01347	Roosevelt Sykes	human
E01348	Rue McClanahan	human
E01349	political activist	occupation
E01350	Eugene Chadbourne	human
E01351	Academia Sinica	academy_of_sciences
E01352	Adolf Berman	human
E01353	Olympe de Gouges	human
E01354	Gillian Flynn	human
E01355	Franz Xaver von Baader	human
E01356	Manfred Gerlach	human
E01357	Ashkenazi Jews	ethnic_group
E01358	City of Angels	film
E01359	György Lukács	human
E01360	Four Christmases	film
E01361	Jérôme Bonaparte	human
E01362	Mute Records	record_label
E01363	Ángel Martín Municio	human
E01364	More Than a Miracle	film
E01365	Samuel Putnam	human
E01366	Eduard Bernstein	human
E01367	Maurice Chevalier	human
E01368	Adam Hochschild	human
E01369	Yuri Libedinsky	human
E01370	Louis Fürnberg	human
E01371	Patty Hearst	human
E01372	Cyd Charisse	human
E01373	Jan Hus	human
E01374	metaphysics	academic_discipline
E01375	Rocky V	film
E01376	Richard Leutheusser	human
E01377	Frankmusik	human
E01378	Inspectah Deck	human
E01379	Empire of Japan	historical_country
E01380	Edward Lucie-Smith	human
E01381	Polish Academy of Learning	organization
E01382	Nizza Thobi	human
E01383	Felix Braun	human
E01384	Dune	film
E01385	Gerald Wilson	human
E01386	Gil Bellows	human
E01387	Anne McCaffrey	human
E01388	Meisa Kuroki	human
E01389	Marie Luise Kaschnitz	human
E01390	Hannelore Elsner	human
E01391	Socialist Unity Party of Germany	communist_party
E01392	Ginnifer Goodwin	human
E01393	Theodore Roosevelt Jr.	human
E01394	Otto Lenz	human
E01395	Colin Powell	human
E01396	Slovakia	landlocked_country
E01397	music historian	profession
E01398	Knight Moves	film
E01399	Geri Halliwell	human
E01400	Mingote	human
E01401	15 Minutes	film
E01402	Raymond Chandler	human
E01403	Bringing Down the House	film
E01404	John Macallan Swan	human
E01405	harp	class_of_instruments
E01406	Monica Dickens	human
E01407	Fresno	city_of_the_united_states
E01408	Real Academia de Bellas Artes de San Fernando	art_school
E01409	Gary	city_of_the_united_states
E01410	Jordan Rudess	human
E01411	Lillian Russell	human
E01412	Paris Nanterre University	university
E01413	Virgil Thomson	human
E01414	Mount of Olives Jewish Cemetery	jewish_cemetery
E01415	Linn Ullmann	human
E01416	Pete Ham	human
E01417	James van Hoften	human
E01418	Pauline Bonaparte	human
E01419	Alison Lohman	human
E01420	Hiob Ludolf	human
E01421	Faizon Love	human
E01422	Jive	record_label
E01423	Hazel Scott	human
E01424	Steve Reich	human
E01425	Independent Social Democratic Party of Germany	political_party
E01426	Hinrich Bitter-Suermann	human
E01427	Bronisław Zaleski	human
E01428	Indiana Jones and the Kingdom of the Crystal Skull	film
E01429	Ludwig von Urlichs	human
E01430	Elmer Bernstein	human
E01431	Mario Puzo	human
E01432	Kentucky	state_of_the_united_states
E01433	Communist Party of Austria	communist_party
E01434	Michelle Rodriguez	human
E01435	C. J. Cherryh	human
E01436	Zoran Konstantinović	human
E01437	Torrance	city_of_the_united_states
E01438	Progressive People's Party	political_party
E01439	Friedrich Schleiermacher	human
E01440	Alexander Ginzburg	human
E01441	Edith Hamilton	human
E01442	Natalya Gorbanevskaya	human
E01443	Mae Whitman	human
E01444	Alpha Phi Alpha	fraternities_and_sororities_in_north_america
E01445	Max Rychner	human
E01446	Gerhard Beil	human
E01447	François-Benoît Hoffman	human
E01448	Robert Noyce	human
E01449	Cashis	human
E01450	Mikheil Kalatozishvili	human
E01451	Stepmom	film
E01452	Bob Mathias	human
E01453	Michael Chekhov	human
E01454	"""University of California, San Diego"""	university
E01455	Once Upon a Time in the West	film
E01456	The Master and Margarita	television_series
E01457	John Strachey	human
E01458	Frank Ocean	human
E01459	Johann Ludwig Burckhardt	human
E01460	Morgan Freeman	human
E01461	Silvia Colloca	human
E01462	Forrest Gump	film
E01463	Sergey Semanov	human
E01464	Mary Wollstonecraft	human
E01465	Charles de Rémusat	human
E01466	...And Justice for All	film
E01467	Machine Gun Kelly	human
E01468	Roger Ebert	human
E01469	Cory Lee	human
E01470	Antigua and Barbuda	country
E01471	Mir-Hossein Mousavi	human
E01472	tennis player	profession
E01473	John M. Lounge	human
E01474	Floyd Dixon	human
E01475	Clare Boothe Luce	human
E01476	Walther Hewel	human
E01477	Rudolf Serkin	human
E01478	Texas Rangers	film
E01479	Kathryn Hahn	human
E01480	John McGiver	human
E01481	Charles-Maurice de Talleyrand-Périgord	human
E01482	Erich Hartmann	human
E01483	Armenia	landlocked_country
E01484	Pamela Adlon	human
E01485	Little Miss Sunshine	film
E01486	Philippines	country
E01487	Uni Arge	human
E01488	Old Jewish Cemetery	jewish_cemetery
E01489	The Guardian	daily_newspaper
